criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mean_test_score,std_test_score,rank_test_score
entropy,10,sqrt,10,10,1,0.5714285714285715,0.07377111135633176,3121
entropy,10,sqrt,10,10,5,0.6857142857142857,0.08832017614757814,1481
entropy,10,sqrt,10,10,10,0.6761904761904762,0.08984743935292001,1988
entropy,10,sqrt,10,10,25,0.7,0.09943149056105285,884
entropy,10,sqrt,10,10,50,0.6952380952380952,0.09209085526577958,1065
entropy,10,sqrt,10,10,75,0.680952380952381,0.07468755781599105,1729
entropy,10,sqrt,10,10,100,0.680952380952381,0.07315376902732007,1729
entropy,10,sqrt,10,100,1,0.5095238095238095,0.03563483225498992,3185
entropy,10,sqrt,10,100,5,0.6761904761904762,0.07766431633476234,1988
entropy,10,sqrt,10,100,10,0.6761904761904762,0.0911006022367095,1988
entropy,10,sqrt,10,100,25,0.7095238095238096,0.07882354932022308,278
entropy,10,sqrt,10,100,50,0.7047619047619048,0.08329931278350429,555
entropy,10,sqrt,10,100,75,0.6952380952380952,0.08959470343917514,1065
entropy,10,sqrt,10,100,100,0.6952380952380953,0.08024904545882247,1055
entropy,10,sqrt,50,2,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,sqrt,50,2,5,0.680952380952381,0.061352851079643445,1729
entropy,10,sqrt,50,2,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,sqrt,50,2,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,sqrt,50,2,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,2,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,2,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,sqrt,50,5,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,sqrt,50,5,5,0.680952380952381,0.061352851079643445,1729
entropy,10,sqrt,50,5,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,sqrt,50,5,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,sqrt,50,5,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,5,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,5,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,sqrt,50,10,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,sqrt,50,10,5,0.680952380952381,0.061352851079643445,1729
entropy,10,sqrt,50,10,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,sqrt,50,10,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,sqrt,50,10,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,10,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,10,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,sqrt,50,100,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,sqrt,50,100,5,0.680952380952381,0.061352851079643445,1729
entropy,10,sqrt,50,100,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,sqrt,50,100,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,sqrt,50,100,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,100,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,sqrt,50,100,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,sqrt,100,2,1,0.5,0.0,3297
entropy,10,sqrt,100,2,5,0.5,0.0,3297
entropy,10,sqrt,100,2,10,0.5,0.0,3297
entropy,10,sqrt,100,2,25,0.5,0.0,3297
entropy,10,sqrt,100,2,50,0.5,0.0,3297
entropy,10,sqrt,100,2,75,0.5,0.0,3297
entropy,10,sqrt,100,2,100,0.5,0.0,3297
entropy,10,sqrt,100,5,1,0.5,0.0,3297
entropy,10,sqrt,100,5,5,0.5,0.0,3297
entropy,10,sqrt,100,5,10,0.5,0.0,3297
entropy,10,sqrt,100,5,25,0.5,0.0,3297
entropy,10,sqrt,100,5,50,0.5,0.0,3297
entropy,10,sqrt,100,5,75,0.5,0.0,3297
entropy,10,sqrt,100,5,100,0.5,0.0,3297
entropy,10,sqrt,100,10,1,0.5,0.0,3297
entropy,10,sqrt,100,10,5,0.5,0.0,3297
entropy,10,sqrt,100,10,10,0.5,0.0,3297
entropy,10,sqrt,100,10,25,0.5,0.0,3297
entropy,10,sqrt,100,10,50,0.5,0.0,3297
entropy,10,sqrt,100,10,75,0.5,0.0,3297
entropy,10,sqrt,100,10,100,0.5,0.0,3297
entropy,10,sqrt,100,100,1,0.5,0.0,3297
entropy,10,sqrt,100,100,5,0.5,0.0,3297
entropy,10,sqrt,100,100,10,0.5,0.0,3297
entropy,10,sqrt,100,100,25,0.5,0.0,3297
entropy,10,sqrt,100,100,50,0.5,0.0,3297
entropy,10,sqrt,100,100,75,0.5,0.0,3297
entropy,10,sqrt,100,100,100,0.5,0.0,3297
entropy,10,log2,1,2,1,0.5952380952380952,0.042591770999995976,3101
entropy,10,log2,1,2,5,0.6666666666666666,0.09159706696033973,2311
entropy,10,log2,1,2,10,0.6428571428571428,0.08518354199999198,2815
entropy,10,log2,1,2,25,0.7,0.06494372236659929,884
entropy,10,log2,1,2,50,0.7428571428571429,0.07882354932022306,7
entropy,10,log2,1,2,75,0.7047619047619048,0.05753831415997415,555
entropy,10,log2,1,2,100,0.7095238095238094,0.06966066113489428,414
entropy,10,log2,1,5,1,0.6095238095238096,0.09110060223670949,3010
entropy,10,log2,1,5,5,0.6523809523809524,0.10711639884954277,2646
entropy,10,log2,1,5,10,0.7,0.08597842897746566,884
entropy,10,log2,1,5,25,0.6904761904761905,0.09404008408634047,1246
entropy,10,log2,1,5,50,0.6857142857142857,0.09331389496316868,1481
entropy,10,log2,1,5,75,0.7,0.08053111678708456,884
entropy,10,log2,1,5,100,0.6952380952380952,0.0663256584627815,1065
entropy,10,log2,1,10,1,0.5952380952380952,0.07968190728895959,3101
entropy,10,log2,1,10,5,0.6666666666666666,0.03984095364447979,2311
entropy,10,log2,1,10,10,0.680952380952381,0.0534522483824849,1729
entropy,10,log2,1,10,25,0.6952380952380952,0.0830266465436319,1065
entropy,10,log2,1,10,50,0.7047619047619047,0.09476070829586858,643
entropy,10,log2,1,10,75,0.6904761904761905,0.08109231602822096,1246
entropy,10,log2,1,10,100,0.6904761904761905,0.08908708063747481,1246
entropy,10,log2,1,100,1,0.5047619047619047,0.034992710611188256,3255
entropy,10,log2,1,100,5,0.7,0.08053111678708456,884
entropy,10,log2,1,100,10,0.6857142857142857,0.08702698515474792,1481
entropy,10,log2,1,100,25,0.719047619047619,0.07882354932022308,70
entropy,10,log2,1,100,50,0.7095238095238096,0.08571428571428572,278
entropy,10,log2,1,100,75,0.6952380952380952,0.06966066113489426,1065
entropy,10,log2,1,100,100,0.7238095238095238,0.09110060223670947,33
entropy,10,log2,2,2,1,0.6190476190476192,0.05634361698190111,2911
entropy,10,log2,2,2,5,0.6904761904761905,0.0521640530957301,1246
entropy,10,log2,2,2,10,0.6952380952380952,0.07589227357385345,1065
entropy,10,log2,2,2,25,0.6952380952380952,0.09452111067275812,1065
entropy,10,log2,2,2,50,0.7285714285714285,0.08329931278350428,25
entropy,10,log2,2,2,75,0.7000000000000001,0.07468755781599107,850
entropy,10,log2,2,2,100,0.7,0.06666666666666668,884
entropy,10,log2,2,5,1,0.5904761904761905,0.0645936188869073,3109
entropy,10,log2,2,5,5,0.6619047619047619,0.0773717943298663,2438
entropy,10,log2,2,5,10,0.6857142857142857,0.10367400503370114,1481
entropy,10,log2,2,5,25,0.7047619047619048,0.08984743935292001,555
entropy,10,log2,2,5,50,0.7047619047619047,0.09828460685976328,643
entropy,10,log2,2,5,75,0.7047619047619048,0.09712418121129114,555
entropy,10,log2,2,5,100,0.6857142857142857,0.09689042833036096,1481
entropy,10,log2,2,10,1,0.6142857142857143,0.08571428571428572,2952
entropy,10,log2,2,10,5,0.6904761904761905,0.05832118435198043,1246
entropy,10,log2,2,10,10,0.6761904761904762,0.05345224838248485,1988
entropy,10,log2,2,10,25,0.6857142857142857,0.11106575037800571,1481
entropy,10,log2,2,10,50,0.7095238095238096,0.08438116736509212,278
entropy,10,log2,2,10,75,0.6904761904761905,0.08109231602822096,1246
entropy,10,log2,2,10,100,0.6904761904761905,0.08109231602822096,1246
entropy,10,log2,2,100,1,0.5047619047619047,0.034992710611188256,3255
entropy,10,log2,2,100,5,0.7,0.08053111678708456,884
entropy,10,log2,2,100,10,0.6857142857142857,0.08702698515474792,1481
entropy,10,log2,2,100,25,0.719047619047619,0.07882354932022308,70
entropy,10,log2,2,100,50,0.7095238095238096,0.08571428571428572,278
entropy,10,log2,2,100,75,0.6952380952380952,0.06966066113489426,1065
entropy,10,log2,2,100,100,0.7238095238095238,0.09110060223670947,33
entropy,10,log2,5,2,1,0.6095238095238095,0.07158712561129958,3012
entropy,10,log2,5,2,5,0.7000000000000001,0.07468755781599105,850
entropy,10,log2,5,2,10,0.7047619047619047,0.04151332327181595,643
entropy,10,log2,5,2,25,0.6761904761904762,0.0832993127835043,1988
entropy,10,log2,5,2,50,0.7047619047619047,0.08597842897746563,643
entropy,10,log2,5,2,75,0.6904761904761905,0.07824607964359516,1246
entropy,10,log2,5,2,100,0.6857142857142857,0.059093684028527875,1481
entropy,10,log2,5,5,1,0.6095238095238095,0.07158712561129958,3012
entropy,10,log2,5,5,5,0.7000000000000001,0.07468755781599105,850
entropy,10,log2,5,5,10,0.7047619047619047,0.04151332327181595,643
entropy,10,log2,5,5,25,0.6761904761904762,0.0832993127835043,1988
entropy,10,log2,5,5,50,0.7047619047619047,0.08597842897746563,643
entropy,10,log2,5,5,75,0.6904761904761905,0.07824607964359516,1246
entropy,10,log2,5,5,100,0.6857142857142857,0.059093684028527875,1481
entropy,10,log2,5,10,1,0.6095238095238095,0.07158712561129958,3012
entropy,10,log2,5,10,5,0.7000000000000001,0.07468755781599105,850
entropy,10,log2,5,10,10,0.7047619047619047,0.04151332327181595,643
entropy,10,log2,5,10,25,0.6761904761904762,0.0832993127835043,1988
entropy,10,log2,5,10,50,0.7047619047619047,0.08597842897746563,643
entropy,10,log2,5,10,75,0.6904761904761905,0.07824607964359516,1246
entropy,10,log2,5,10,100,0.6857142857142857,0.059093684028527875,1481
entropy,10,log2,5,100,1,0.5047619047619047,0.034992710611188256,3255
entropy,10,log2,5,100,5,0.7,0.08053111678708456,884
entropy,10,log2,5,100,10,0.6857142857142857,0.08702698515474792,1481
entropy,10,log2,5,100,25,0.7095238095238096,0.06966066113489425,278
entropy,10,log2,5,100,50,0.7000000000000001,0.07619047619047618,850
entropy,10,log2,5,100,75,0.6952380952380952,0.06966066113489426,1065
entropy,10,log2,5,100,100,0.719047619047619,0.0945211106727581,70
entropy,10,log2,10,2,1,0.5714285714285715,0.07377111135633176,3121
entropy,10,log2,10,2,5,0.6857142857142857,0.08832017614757814,1481
entropy,10,log2,10,2,10,0.6761904761904762,0.08984743935292001,1988
entropy,10,log2,10,2,25,0.7,0.09943149056105285,884
entropy,10,log2,10,2,50,0.6952380952380952,0.09209085526577958,1065
entropy,10,log2,10,2,75,0.680952380952381,0.07468755781599105,1729
entropy,10,log2,10,2,100,0.680952380952381,0.07315376902732007,1729
entropy,10,log2,10,5,1,0.5714285714285715,0.07377111135633176,3121
entropy,10,log2,10,5,5,0.6857142857142857,0.08832017614757814,1481
entropy,10,log2,10,5,10,0.6761904761904762,0.08984743935292001,1988
entropy,10,log2,10,5,25,0.7,0.09943149056105285,884
entropy,10,log2,10,5,50,0.6952380952380952,0.09209085526577958,1065
entropy,10,log2,10,5,75,0.680952380952381,0.07468755781599105,1729
entropy,10,log2,10,5,100,0.680952380952381,0.07315376902732007,1729
entropy,10,log2,10,10,1,0.5714285714285715,0.07377111135633176,3121
entropy,10,log2,10,10,5,0.6857142857142857,0.08832017614757814,1481
entropy,10,log2,10,10,10,0.6761904761904762,0.08984743935292001,1988
entropy,10,log2,10,10,25,0.7,0.09943149056105285,884
entropy,10,log2,10,10,50,0.6952380952380952,0.09209085526577958,1065
entropy,10,log2,10,10,75,0.680952380952381,0.07468755781599105,1729
entropy,10,log2,10,10,100,0.680952380952381,0.07315376902732007,1729
entropy,10,log2,10,100,1,0.5095238095238095,0.03563483225498992,3185
entropy,10,log2,10,100,5,0.6761904761904762,0.07766431633476234,1988
entropy,10,log2,10,100,10,0.6761904761904762,0.0911006022367095,1988
entropy,10,log2,10,100,25,0.7095238095238096,0.07882354932022308,278
entropy,10,log2,10,100,50,0.7047619047619048,0.08329931278350429,555
entropy,10,log2,10,100,75,0.6952380952380952,0.08959470343917514,1065
entropy,10,log2,10,100,100,0.6952380952380953,0.08024904545882247,1055
entropy,10,log2,50,2,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,log2,50,2,5,0.680952380952381,0.061352851079643445,1729
entropy,10,log2,50,2,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,log2,50,2,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,log2,50,2,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,2,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,2,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,log2,50,5,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,log2,50,5,5,0.680952380952381,0.061352851079643445,1729
entropy,10,log2,50,5,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,log2,50,5,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,log2,50,5,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,5,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,5,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,log2,50,10,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,log2,50,10,5,0.680952380952381,0.061352851079643445,1729
entropy,10,log2,50,10,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,log2,50,10,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,log2,50,10,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,10,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,10,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,log2,50,100,1,0.49523809523809526,0.04364357804719846,3969
entropy,10,log2,50,100,5,0.680952380952381,0.061352851079643445,1729
entropy,10,log2,50,100,10,0.6619047619047619,0.07882354932022308,2438
entropy,10,log2,50,100,25,0.6571428571428571,0.08857654875113463,2566
entropy,10,log2,50,100,50,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,100,75,0.6476190476190476,0.04616837959444123,2657
entropy,10,log2,50,100,100,0.6666666666666666,0.0656383273909058,2311
entropy,10,log2,100,2,1,0.5,0.0,3297
entropy,10,log2,100,2,5,0.5,0.0,3297
entropy,10,log2,100,2,10,0.5,0.0,3297
entropy,10,log2,100,2,25,0.5,0.0,3297
entropy,10,log2,100,2,50,0.5,0.0,3297
entropy,10,log2,100,2,75,0.5,0.0,3297
entropy,10,log2,100,2,100,0.5,0.0,3297
entropy,10,log2,100,5,1,0.5,0.0,3297
entropy,10,log2,100,5,5,0.5,0.0,3297
entropy,10,log2,100,5,10,0.5,0.0,3297
entropy,10,log2,100,5,25,0.5,0.0,3297
entropy,10,log2,100,5,50,0.5,0.0,3297
entropy,10,log2,100,5,75,0.5,0.0,3297
entropy,10,log2,100,5,100,0.5,0.0,3297
entropy,10,log2,100,10,1,0.5,0.0,3297
entropy,10,log2,100,10,5,0.5,0.0,3297
entropy,10,log2,100,10,10,0.5,0.0,3297
entropy,10,log2,100,10,25,0.5,0.0,3297
entropy,10,log2,100,10,50,0.5,0.0,3297
entropy,10,log2,100,10,75,0.5,0.0,3297
entropy,10,log2,100,10,100,0.5,0.0,3297
entropy,10,log2,100,100,1,0.5,0.0,3297
entropy,10,log2,100,100,5,0.5,0.0,3297
entropy,10,log2,100,100,10,0.5,0.0,3297
entropy,10,log2,100,100,25,0.5,0.0,3297
entropy,10,log2,100,100,50,0.5,0.0,3297
entropy,10,log2,100,100,75,0.5,0.0,3297
entropy,10,log2,100,100,100,0.5,0.0,3297
entropy,10,,1,2,1,0.6476190476190476,0.07438333024673002,2657
entropy,10,,1,2,5,0.6428571428571428,0.0890870806374748,2815
entropy,10,,1,2,10,0.6571428571428573,0.09828460685976331,2559
entropy,10,,1,2,25,0.7,0.11126972805283734,884
entropy,10,,1,2,50,0.7,0.11328930717495544,884
entropy,10,,1,2,75,0.7238095238095238,0.1005652956282994,33
entropy,10,,1,2,100,0.7142857142857143,0.09159706696033974,164
entropy,10,,1,5,1,0.6380952380952382,0.07589227357385345,2821
entropy,10,,1,5,5,0.6571428571428571,0.08857654875113465,2566
entropy,10,,1,5,10,0.6714285714285715,0.12544704640304274,2161
entropy,10,,1,5,25,0.7095238095238094,0.12177820811947068,414
entropy,10,,1,5,50,0.7190476190476189,0.09571310115353227,132
entropy,10,,1,5,75,0.7333333333333333,0.09452111067275813,21
entropy,10,,1,5,100,0.7285714285714285,0.0885765487511346,25
entropy,10,,1,10,1,0.6285714285714286,0.08857654875113463,2875
entropy,10,,1,10,5,0.6714285714285715,0.09571310115353229,2161
entropy,10,,1,10,10,0.7047619047619047,0.1027953959282043,643
entropy,10,,1,10,25,0.7238095238095238,0.10921280896361633,33
entropy,10,,1,10,50,0.738095238095238,0.09988655696858584,11
entropy,10,,1,10,75,0.7523809523809524,0.08728715609439694,3
entropy,10,,1,10,100,0.7333333333333334,0.09689042833036095,17
entropy,10,,1,100,1,0.5619047619047619,0.049026810195176206,3157
entropy,10,,1,100,5,0.6761904761904762,0.0649437223665993,1988
entropy,10,,1,100,10,0.6761904761904762,0.08984743935292006,1988
entropy,10,,1,100,25,0.6857142857142857,0.10476190476190478,1481
entropy,10,,1,100,50,0.6714285714285715,0.09920317455237931,2161
entropy,10,,1,100,75,0.680952380952381,0.10279539592820429,1729
entropy,10,,1,100,100,0.6714285714285715,0.09920317455237931,2161
entropy,10,,2,2,1,0.6761904761904762,0.07158712561129957,1988
entropy,10,,2,2,5,0.6761904761904762,0.10711639884954278,1988
entropy,10,,2,2,10,0.6857142857142857,0.07589227357385346,1481
entropy,10,,2,2,25,0.6904761904761905,0.09523809523809525,1246
entropy,10,,2,2,50,0.7142857142857143,0.08247860988423225,164
entropy,10,,2,2,75,0.7285714285714286,0.09110060223670949,22
entropy,10,,2,2,100,0.719047619047619,0.08024904545882246,70
entropy,10,,2,5,1,0.6571428571428573,0.06834619092574916,2559
entropy,10,,2,5,5,0.6904761904761905,0.09874495882537009,1246
entropy,10,,2,5,10,0.7,0.07315376902732006,884
entropy,10,,2,5,25,0.7,0.11228405831001519,884
entropy,10,,2,5,50,0.719047619047619,0.09689042833036099,70
entropy,10,,2,5,75,0.7285714285714285,0.10279539592820428,25
entropy,10,,2,5,100,0.7142857142857143,0.09282661280770442,164
entropy,10,,2,10,1,0.6476190476190476,0.08438116736509216,2657
entropy,10,,2,10,5,0.6904761904761905,0.08908708063747477,1246
entropy,10,,2,10,10,0.7238095238095238,0.09355658430661189,33
entropy,10,,2,10,25,0.7285714285714285,0.11328930717495543,25
entropy,10,,2,10,50,0.738095238095238,0.09988655696858584,11
entropy,10,,2,10,75,0.7476190476190476,0.09233675918888244,4
entropy,10,,2,10,100,0.7333333333333334,0.0870269851547479,17
entropy,10,,2,100,1,0.5619047619047619,0.049026810195176206,3157
entropy,10,,2,100,5,0.6761904761904762,0.0649437223665993,1988
entropy,10,,2,100,10,0.6761904761904762,0.08984743935292006,1988
entropy,10,,2,100,25,0.6857142857142857,0.10476190476190478,1481
entropy,10,,2,100,50,0.6714285714285715,0.09920317455237931,2161
entropy,10,,2,100,75,0.680952380952381,0.10279539592820429,1729
entropy,10,,2,100,100,0.6714285714285715,0.09920317455237931,2161
entropy,10,,5,2,1,0.6428571428571429,0.11761037176408064,2797
entropy,10,,5,2,5,0.6952380952380952,0.08832017614757812,1065
entropy,10,,5,2,10,0.7095238095238096,0.08832017614757813,278
entropy,10,,5,2,25,0.7047619047619048,0.09476070829586858,555
entropy,10,,5,2,50,0.7142857142857143,0.07529232524210427,164
entropy,10,,5,2,75,0.7238095238095238,0.06135285107964347,33
entropy,10,,5,2,100,0.7142857142857142,0.0542940678618637,250
entropy,10,,5,5,1,0.6428571428571429,0.11761037176408064,2797
entropy,10,,5,5,5,0.6952380952380952,0.08832017614757812,1065
entropy,10,,5,5,10,0.7095238095238096,0.08832017614757813,278
entropy,10,,5,5,25,0.7047619047619048,0.09476070829586858,555
entropy,10,,5,5,50,0.7142857142857143,0.07529232524210427,164
entropy,10,,5,5,75,0.7238095238095238,0.06135285107964347,33
entropy,10,,5,5,100,0.7142857142857142,0.0542940678618637,250
entropy,10,,5,10,1,0.6428571428571429,0.11761037176408064,2797
entropy,10,,5,10,5,0.6952380952380952,0.08832017614757812,1065
entropy,10,,5,10,10,0.7095238095238096,0.08832017614757813,278
entropy,10,,5,10,25,0.7047619047619048,0.09476070829586858,555
entropy,10,,5,10,50,0.7142857142857143,0.07529232524210427,164
entropy,10,,5,10,75,0.7238095238095238,0.06135285107964347,33
entropy,10,,5,10,100,0.7142857142857142,0.0542940678618637,250
entropy,10,,5,100,1,0.5619047619047619,0.049026810195176206,3157
entropy,10,,5,100,5,0.6761904761904762,0.0649437223665993,1988
entropy,10,,5,100,10,0.6761904761904762,0.08984743935292006,1988
entropy,10,,5,100,25,0.6857142857142857,0.10476190476190478,1481
entropy,10,,5,100,50,0.6714285714285715,0.09920317455237931,2161
entropy,10,,5,100,75,0.680952380952381,0.10279539592820429,1729
entropy,10,,5,100,100,0.6714285714285715,0.09920317455237931,2161
entropy,10,,10,2,1,0.6333333333333333,0.11126972805283736,2860
entropy,10,,10,2,5,0.7095238095238094,0.08438116736509212,414
entropy,10,,10,2,10,0.719047619047619,0.09689042833036096,70
entropy,10,,10,2,25,0.7095238095238096,0.07284313590846837,278
entropy,10,,10,2,50,0.719047619047619,0.06966066113489426,70
entropy,10,,10,2,75,0.7095238095238094,0.06801360408136047,414
entropy,10,,10,2,100,0.7,0.07315376902732007,884
entropy,10,,10,5,1,0.6333333333333333,0.11126972805283736,2860
